client_id,nom,prenom,email,phone,city,country,signup_date,segment,is_vip,birthdate
98,Louis,Vincent,vincent.louis@hotmail.fr,0115416220,Bodin-les-Bains,Luxembourg,2020-02-12,Etudiant,False,2003-04-13
99,Descamps,Simone,simone.descamps@wanadoo.fr,+33 (0)3 21 57 94 76,Lemaître,Suisse,2019-01-19,B2C,False,1985-03-13
100,Dupuy,Julien,julien.dupuy@voila.fr,+33 5 58 66 70 18,Torres-les-Bains,Maroc,2019-03-25,B2C,False,2004-09-08
101,Roy,Laurence,laurence.roy@voila.fr,+33 (0)5 71 16 25 89,Dumont-sur-Guillou,Belgique,2019-01-24,Etudiant,False,1974-11-10
102,Pires,Isabelle,isabelle.pires@sfr.fr,+33 (0)3 11 36 87 96,Bertrand,Suisse,2021-01-08,Etudiant,False,1997-05-08
103,Alves,Luc,luc.alves@laposte.net,01 31 42 49 15,Sainte Élisabeth-sur-Mer,Canada,2019-10-03,Sénior,False,1974-11-13
104,Merle,  Noël  ,noël.merle@yahoo.fr,0197648494,Delannoy-sur-Mer,Suisse,2020-06-02,B2B,False,1974-05-10
105,Petit,Patrick,patrick.petit@gmail.com,+33 8 01 41 00 19,Saint Christophe-la-Forêt,Belgique,2023-10-05,B2B,False,1966-01-11
106,Goncalves,Laure,laure.goncalves@gmail.com,08 00 55 10 25,Lefort,Canada,2019-07-29,B2C,False,1959-06-16
107,Couturier,Catherine,catherine.couturier@noos.fr,+33 8 03 00 15 92,RiouBourg,Maroc,2020-01-21,Etudiant,False,1948-12-04
108,Tanguy,Julie,julie.tanguy at live.com,+33 (0)4 09 74 65 52,Lenoir,Canada,2021-10-25,B2C,False,1975-02-22
109,Grégoire,Patrick,patrick.grégoire@tele2.fr,+33 (0)6 64 33 04 96,MassonBourg,Belgique,2019-07-09,Sénior,False,1966-11-20
110,Bonnet,Anne,anne.bonnet@bouygtel.fr,+33 1 49 96 11 72,Hoareau,Belgique,2019-02-28,Etudiant,False,1957-12-17
111,Jean,Océane,océane.jean@live.com,04 16 22 87 80,Delorme,France,2019-09-07,B2C,False,1996-01-08
112,Lebon,Claude,claude.lebon@gmail.com,0807816929,Sainte Maryse,Belgique,2019-05-09,B2B,True,1983-11-16
113,Duhamel,Isabelle,isabelle.duhamel@ifrance.com,+33 2 43 59 56 35,Lopeznec,Luxembourg,2024-04-22,B2B,False,1987-10-22
114,Diallo,Louise,louise.diallo@yahoo.fr,+33 (0)5 66 92 55 17,Schneider-la-Forêt,France,2022-04-20,B2C,False,1971-08-26
115,Bonnet,Émilie,émilie.bonnet@orange.fr,0808717376,Valléedan,Belgique,2021-01-02,B2C,False,1950-11-20
116,Dupont,Chantal,chantal.dupont@gmail.com,0800913092,Guibert-sur-Didier,Canada,2023-02-06,B2C,False,1948-12-11
117,Guibert,Isaac,isaac.guibert@laposte.net,01 10 92 76 73,Jacquotdan,Suisse,2022-04-03,Etudiant,False,1999-02-25
118,Leduc,Michelle,michelle.leduc@wanadoo.fr,0249677067,Greniernec,France,2019-05-31,Etudiant,False,1999-01-07
119,Carpentier,Capucine,capucine.carpentier@live.com,0436049514,Lesage-sur-Mer,Maroc,2023-06-17,B2C,False,1947-12-29
120,Lebon,Capucine,capucine.lebon@noos.fr,+33 1 81 05 20 70,Saint Paul,France,2020-07-19,B2B,False,1948-10-06
121,Schneider,  Marcel  ,marcel.schneider@orange.fr,+33 8 03 39 75 25,Fischer,Belgique,2022-04-17,Etudiant,False,1951-11-27
122,Fontaine,Grégoire,grégoire.fontaine@voila.fr,0127481004,Delorme-la-Forêt,Belgique,2023-07-11,B2C,False,1977-03-12
123,Collin,Marguerite,marguerite.collin@sfr.fr,+33 (0)6 43 91 12 03,Allain-sur-Thibault,France,2019-10-07,B2C,False,1973-12-06
124,Roger,Véronique,véronique.roger@voila.fr,0347377528,Hamon,France,2019-03-27,Etudiant,False,1952-04-02
125,Lombard,Louise,louise.lombard@dbmail.com,+33 5 74 55 09 44,Valette-sur-Mer,Belgique,2019-07-08,Etudiant,False,1969-02-10
126,Le Roux,Charlotte,charlotte.le roux@noos.fr,+33 4 80 48 92 26,Sainte Céline,Luxembourg,2020-02-11,B2C,False,1988-09-24
127,Philippe,Eugène,eugène.philippe@sfr.fr,+33 2 42 82 99 82,Richard,Belgique,2022-05-28,B2C,False,1962-10-20
128,Blot,Margaud,margaud.blot@gmail.com,08 03 60 50 48,Cohen-sur-Mer,Canada,2022-12-10,Sénior,False,1956-01-11
129,Buisson,Julien,julien.buisson@dbmail.com,+33 (0)1 12 16 50 41,Saint Lucas,Belgique,2019-01-06,Etudiant,False,1945-10-24
130,Fischer,Corinne,corinne.fischer@club-internet.fr,03 89 43 97 21,Sainte Susan,Canada,2020-06-05,Etudiant,False,1987-10-21
131,Texier,Geneviève,geneviève.texier@free.fr,+33 (0)1 25 22 45 19,LebretonBourg,Suisse,2020-01-30,B2C,False,1949-10-11
132,Ramos,Louise,louise.ramos@gmail.com,01 07 51 75 48,De Sousa,Maroc,2019-07-03,B2C,False,1951-05-07
133,Maury,Édith,édith.maury@voila.fr,+33 6 21 93 75 55,Sainte Marianne,Maroc,2019-04-04,Sénior,False,1951-05-31
134,Bourdon,Charlotte,charlotte.bourdon@bouygtel.fr,0196357858,Petit-la-Forêt,Suisse,2019-10-28,B2C,False,1967-02-20
135,Benoit,Édith,édith.benoit@noos.fr,+33 (0)1 99 55 98 19,Hoareau-la-Forêt,Luxembourg,2024-09-21,B2C,False,1957-12-14
136,Cordier,Guy,guy.cordier@bouygtel.fr,0651995378,Sainte BenjaminBourg,Luxembourg,2019-10-12,B2C,False,2002-02-17
137,Blanc,Laetitia,laetitia.blanc@gmail.com,0235299106,Henry-sur-Bertrand,France,2020-06-17,B2C,False,1968-04-05
138,Benard,Catherine,catherine.benard@orange.fr,0282569014,Langlois,Maroc,2021-06-05,B2B,False,1949-08-11
139,Jacquet,Marc,marc.jacquet@orange.fr,05 53 16 50 47,DijouxVille,Luxembourg,2019-11-26,Etudiant,False,1955-05-27
140,Blot,Maggie,maggie.blot@noos.fr,03 20 79 16 05,Marchand-la-Forêt,Maroc,2025-09-01,Sénior,False,1973-11-20
141,Becker,Lucy,lucy.becker@club-internet.fr,+33 1 08 02 66 00,Wagner,Luxembourg,2025-07-23,B2C,False,1962-01-23
142,Diaz,Michel,michel.diaz@hotmail.fr,0807953698,Barthelemy-sur-Martel,Belgique,2019-07-31,Sénior,False,1981-02-22
143,Pruvost,Frédérique, FRÉDÉRIQUE.PRUVOST@WANADOO.FR ,0509297162,Denisdan,Suisse,2020-05-16,Etudiant,False,1954-02-06
144,Lecoq,Margaud,margaud.lecoq@live.com,01 43 23 83 92,Sainte JacquelineBourg,Canada,2019-09-19,B2C,False,1986-05-16
145,Lecoq,Gabrielle,gabrielle.lecoq@laposte.net,04 73 81 11 77,SanchezVille,Canada,2019-09-02,Sénior,False,1946-10-30
146,Lucas,Danielle,danielle.lucas@orange.fr,+33 (0)5 86 28 20 41,Hoareau,Belgique,2019-01-28,Etudiant,False,1995-04-07
147,Besnard,Hélène,hélène.besnard@voila.fr,+33 5 91 14 53 65,AndreBourg,Luxembourg,2020-11-17,Etudiant,False,1993-04-19
148,Schmitt,Michèle,michèle.schmitt@club-internet.fr,02 26 83 10 66,Pages-la-Forêt,Canada,2020-05-24,Etudiant,False,1970-06-17
149,Renault,Arthur, ARTHUR.RENAULT@FREE.FR ,0219187106,Lemoine-la-Forêt,France,2019-02-08,Etudiant,False,1994-07-31
150,Millet,Xavier,xavier.millet@hotmail.fr,04 06 58 09 73,Saint Lucy-la-Forêt,Canada,2019-08-27,B2B,False,2005-12-23
151,Brunet,Éléonore,éléonore.brunet@club-internet.fr,0172765192,RossiBourg,Suisse,2023-10-10,B2C,False,1986-04-16
152,Lemaître,Joséphine,joséphine.lemaître@orange.fr,0327981302,Leroy,,2019-07-19,B2B,False,1994-10-20
153,Perrot  ,Denis,denis.perrot@voila.fr,0175413553,Dupuis,Luxembourg,2019-04-25,Sénior,False,1960-06-27
154,Da Silva,Bernard, BERNARD.DA SILVA@IFRANCE.COM ,+33 (0)4 27 13 12 62,AlexandreBourg,Canada,2020-05-05,Sénior,False,2006-03-23
155,Bailly,Alex,alex.bailly@hotmail.fr,+33 4 71 36 60 01,Fabreboeuf,Suisse,2025-09-01,B2C,False,1977-04-23
156,Becker,Victoire,victoire.becker@hotmail.fr,0587895839,Saint Zoé,Belgique,2019-07-22,B2C,False,1966-08-15
157,Chauvin,Inès,inès.chauvin@gmail.com,01 64 25 42 54,Sainte Anastasie,Canada,2021-03-25,Sénior,False,1984-12-15
158,Meunier,Louise,louise.meunier at laposte.net,0375709057,Muller-sur-Mer,Suisse,2021-11-12,B2C,False,1971-10-18
159,Imbert,Astrid,astrid.imbert@ifrance.com,03 55 18 24 07,Rousselboeuf,Luxembourg,2019-07-18,B2C,False,1969-08-06
160,Bousquet,Antoine,antoine.bousquet@free.fr,0173039827,LebretonVille,Maroc,2021-08-09,B2C,False,1969-06-15
161,Philippe,Nicolas,nicolas.philippe@wanadoo.fr,0357026822,Rocheboeuf,Canada,2019-12-01,B2C,False,2002-07-15
162,Pereira,Vincent,vincent.pereira@yahoo.fr,0801784420,Fleurydan,Belgique,2020-12-31,Etudiant,False,1968-05-15
163,Hernandez,Auguste,auguste.hernandez@orange.fr,+33 (0)3 26 18 16 25,BarthelemyBourg,Luxembourg,2021-01-02,B2C,False,1974-05-27
164,Bodin,Henriette,henriette.bodin@ifrance.com,0803284257,Vallet,Belgique,2020-07-14,Sénior,True,1990-12-28
165,Lemonnier,Victor,victor.lemonnier@tele2.fr,+33 (0)4 19 96 17 69,Sainte Gabrielle,Luxembourg,2019-03-11,B2C,False,1963-08-13
166,Cousin,Daniel,daniel.cousin@tiscali.fr,+33 (0)1 53 20 70 55,Rodrigueznec,Maroc,2022-08-09,Sénior,False,1947-10-08
167,Brunel,Nathalie,nathalie.brunel@bouygtel.fr,0269001385,Fernandesnec,Maroc,2019-10-10,B2B,False,1962-01-15
168,Dumont,Adèle,adèle.dumont@tele2.fr,0431232959,Pruvost-les-Bains,Luxembourg,2019-05-31,B2C,False,1958-03-11
169,Pruvost,Dominique,dominique.pruvost@orange.fr,+33 4 30 10 14 35,Saint Théophile,Canada,2019-01-31,Etudiant,False,2001-01-24
170,Schmitt,Josette,josette.schmitt@tiscali.fr,+33 (0)1 34 40 73 27,DelattreBourg,Luxembourg,2020-10-14,B2B,False,1996-02-08
171,Costa,Élise,élise.costa@hotmail.fr,+33 5 10 54 82 19,Sainte ThierryBourg,Suisse,2021-04-06,Sénior,False,1961-02-16
172,Barbe,Pauline,pauline.barbe@yahoo.fr,05 18 48 54 67,Sainte Éricboeuf,Suisse,2019-01-13,B2B,False,1950-03-06
173,Lévêque,Jeannine,jeannine.lévêque@noos.fr,0515755826,SchmittVille,Luxembourg,2020-06-07,B2C,False,2000-05-24
174,Muller,Thierry,thierry.muller@laposte.net,+33 5 34 67 49 25,Hernandez-les-Bains,Maroc,2019-07-07,B2C,False,1958-09-26
175,Blanc,Madeleine,madeleine.blanc@wanadoo.fr,+33 (0)3 55 73 74 17,Sainte Maurice,France,2021-01-26,VIP,True,1993-07-02
176,Rey,Lucie,lucie.rey@tele2.fr,06 96 18 78 31,Saint Amélie,Maroc,2019-05-20,Sénior,False,1971-11-29
177,Allain,Marc,marc.allain@bouygtel.fr,+33 (0)1 83 11 84 13,Sainte ClaireVille,Belgique,2021-05-07,B2C,False,1973-03-21
178,Gallet,Thibault,thibault.gallet@gmail.com,+33 2 71 37 78 14,Hoareau,Maroc,2019-12-23,B2C,False,1962-12-24
179,Gilbert,Pauline,pauline.gilbert@tele2.fr,05 65 91 28 23,Germain,Canada,2024-07-08,Sénior,False,1976-01-09
180,Fleury,Alexandre,alexandre.fleury@sfr.fr,+33 (0)5 90 33 85 54,Sainte Paul,France,2019-04-18,Etudiant,False,1983-12-15
181,Pierre,Françoise,françoise.pierre@voila.fr,+33 4 27 58 93 06,Vallet,Luxembourg,2019-11-01,B2C,False,1967-04-12
182,Leduc,Jacqueline,jacqueline.leduc@laposte.net,+33 3 59 40 49 44,Carpentiernec,Canada,2019-03-29,B2C,False,1957-08-20
183,Collin,Roger, ROGER.COLLIN@GMAIL.COM ,+33 2 07 32 10 32,Boutinboeuf,Belgique,2024-03-02,Etudiant,False,1961-02-02
184,Costa,Constance,constance.costa@ifrance.com,0387283651,Garciaboeuf,Luxembourg,2023-03-12,Etudiant,False,1977-07-03
185,Marques,Nath, NATH.MARQUES@VOILA.FR ,+33 (0)6 55 33 43 30,Saint Aurore,Suisse,2019-08-06,VIP,True,1970-04-24
186,Aubert,Alexandre,alexandre.aubert at live.com,01 62 13 72 15,Marie,Maroc,2021-02-26,Etudiant,False,1955-11-11
187,Raymond,Sophie,sophie.raymond@yahoo.fr,+33 8 03 93 05 26,Saint Céline,Canada,2022-05-25,B2C,False,2004-11-06
188,Jourdan,Michel,michel.jourdan@tele2.fr,+33 (0)3 74 49 68 81,Gomez,Belgique,2020-08-14,B2C,False,1965-05-16
189,Renault,André,andré.renault@dbmail.com,0596272575,Gosselin-sur-Mer,Maroc,2020-07-04,B2C,False,1992-02-23
190,Valentin,Valentine,valentine.valentin@live.com,+33 2 28 91 45 90,Payetdan,Maroc,2019-07-22,B2C,False,1985-07-26
191,Riou,Isaac,isaac.riou@tiscali.fr,+33 3 07 25 44 91,Sainte Benoîtnec,Maroc,2019-03-13,Etudiant,False,1976-05-22
192,Peron,Hortense,hortense.peron@bouygtel.fr,+33 (0)1 59 66 90 80,Saint André,Canada,2023-07-19,Etudiant,False,1994-07-17
193,Masse,Alexandria,alexandria.masse@bouygtel.fr,+33 (0)1 03 81 72 21,WeissVille,Canada,2023-08-11,B2C,False,1983-05-11
